0.025818,0.259872
-0.265259,0.269089
-0.586914,0.063202
-0.567459,0.075768
0.099060,-0.247589
0.094666,-0.053894
-0.138672,-0.149963
-0.014099,-0.038239
-0.109497,0.115021
0.032196,0.224876
-0.080505,-0.205353
-0.002548,-0.024796
0.008118,-0.014191
-0.166840,-0.095291
-0.037811,-0.122887
-0.099182,0.234329
0.102966,0.051147
0.006958,-0.023911
0.151337,-0.055283
0.076508,-0.133530
0.101196,-0.020325
0.199127,0.038589
0.108215,0.156525
-0.094757,0.199371
0.123688,0.047028
0.162048,-0.032761
0.127106,-0.102188
0.078430,0.092438
0.029877,0.239288
0.020538,0.160797
-0.050751,-0.029984
0.025574,-0.105270
0.100952,-0.079361
-0.043823,-0.086533
-0.067230,0.152618
0.000244,0.152649
-0.086731,-0.025146
-0.059448,0.030884
-0.055115,-0.032333
-0.086517,0.003456
-0.096985,0.022125
-0.035004,0.142365
0.007202,-0.058472
-0.040344,-0.018723
-0.124481,-0.000183
-0.199768,-0.169846
0.010529,0.029633
0.130066,0.120575
0.133911,-0.026093
0.161316,-0.119202
-0.052246,0.001129
-0.050232,-0.159546
-0.111450,-0.051849
-0.126648,0.183044
0.087341,-0.135651
0.047180,-0.067307
0.027710,-0.012512
-0.244690,0.064056
0.094284,-0.422974
0.010574,-0.075897
-0.294296,0.076492
-0.115921,0.127213
-0.135941,-0.009811
0.121368,0.088135
-0.024353,-0.268402
-0.039490,-0.100525
-0.096375,-0.175278
-0.133514,0.024109
-0.003418,0.128525
0.054123,0.172821
0.111618,-0.271027
0.104294,0.140656
-0.113953,-0.177979
0.077423,-0.106186
0.105438,-0.023544
0.163055,0.239304
0.164520,-0.036224
0.020844,0.101776
0.056152,-0.059464
0.082764,-0.138123
0.071838,-0.188278
0.102325,-0.003632
0.052124,0.054779
0.093048,0.101929
-0.028656,0.001770
-0.172943,-0.021317
-0.104736,-0.151657
0.047913,0.095406
0.104492,0.215210
-0.008942,0.280762
-0.133331,0.109497
-0.152374,-0.006149
-0.125488,-0.144180
-0.117035,-0.095085
0.106140,0.040771
0.095917,0.297516
0.032410,-0.133926
-0.106476,-0.092896
-0.192719,-0.175201
-0.270508,0.030373
0.115631,-0.073303
0.164063,0.232574
0.120087,0.015823
0.142975,0.039169
0.037170,0.091309
-0.091705,-0.097763
0.127258,-0.144928
0.145569,0.114410
0.039307,0.056290
0.012817,0.072342
-0.126343,0.045364
-0.217529,0.172432
0.471268,-0.045609
0.126312,-0.090385
0.282745,-0.171677
0.011475,-0.209793
0.008118,-0.099880
-0.225159,0.018398
0.268494,-0.128113
-0.036041,-0.018990
0.096222,-0.134941
0.057526,-0.171043
-0.113464,-0.018234
-0.148865,0.195953
0.073303,0.107559
-0.099060,0.014084
0.054291,-0.150497
-0.088623,-0.123184
0.041199,0.044609
-0.080933,0.205765
0.156662,0.101547
-0.175659,0.109512
-0.061737,0.077072
0.026520,0.055313
-0.024109,0.159760
-0.040466,0.203171
-0.105103,0.121094
-0.269012,0.086136
-0.170532,-0.094131
-0.015625,-0.095200
0.053619,0.072983
0.000336,0.170547
-0.100891,0.024689
-0.335724,0.023682
-0.118103,-0.007019
0.005554,-0.117462
0.071594,0.043961
0.075562,0.002090
0.059174,0.026581
-0.264832,-0.014038
-0.055511,-0.024780
-0.022644,-0.034180
0.004364,-0.109100
-0.018555,-0.051208
0.116272,0.144775
-0.082825,0.178802
0.019562,0.183868
0.129791,0.119354
-0.013214,-0.012238
0.057129,-0.148132
0.170532,-0.139404
-0.034241,0.068359
0.079010,-0.112061
0.087036,-0.033264
0.118958,-0.110840
0.024841,-0.127899
0.316223,0.084282
0.155090,-0.201202
-0.039825,-0.202621
-0.054871,-0.168579
-0.057495,-0.147110
0.206543,-0.541916
0.228546,-0.035751
0.143158,0.002472
0.063416,0.194260
0.015259,-0.034149
0.065552,-0.063522
0.070923,-0.179092
0.098755,0.249832
-0.065399,0.380875
-0.058746,0.186401
-0.105896,0.030548
0.027100,0.065994
0.131226,-0.059616
0.114166,0.307449
-0.083221,0.142685
-0.000580,0.208084
-0.067383,0.229156
-0.089905,0.057983
0.126038,-0.015015
0.174652,0.187408
-0.100433,0.198608
-0.139526,0.199219
-0.118835,0.077454
-0.023865,0.157349
0.115295,-0.116119
-0.002136,-0.023956
0.077789,0.033936
-0.013123,0.034027
-0.053955,-0.086945
-0.042114,-0.129547
0.117737,0.008911
0.003326,-0.074036
-0.162659,0.016724
-0.119202,-0.002838
-0.142303,-0.146881
-0.013672,-0.197876
0.172974,-0.215424
-0.049591,0.022552
-0.134186,0.098724
-0.141846,0.072998
0.034180,0.115143
-0.131897,-0.067535
0.114746,0.006439
0.012146,-0.040344
-0.176941,-0.001678
-0.207550,-0.088898
-0.177307,-0.053986
-0.133484,-0.174133
0.124451,-0.338898
0.563080,0.126328
0.196152,-0.000198
0.233246,-0.143845
0.133789,-0.147308
0.134155,-0.235992
0.132263,-0.212952
0.174133,0.119080
0.054840,0.005554
-0.013214,0.012238
-0.015717,-0.077866
0.055603,-0.065125
0.138733,-0.130493
0.054810,0.111404
-0.117798,0.074646
-0.172180,0.080795
-0.059937,0.045929
-0.008698,0.030029
0.015472,0.190536
0.002548,0.225082
-0.310684,0.163742
-0.280640,0.189636
-0.236328,0.088837
-0.125519,0.152420
-0.002563,0.246582
-0.060883,-0.019638
-0.278046,0.060791
-0.177856,0.056015
-0.222107,0.002640
-0.174042,0.116608
-0.080078,0.099915
-0.004593,-0.067642
-0.131439,-0.045013
-0.088821,-0.046600
-0.138580,0.057556
-0.039307,-0.024994
0.065063,0.026031
0.107025,-0.150177
-0.226913,-0.169220
-0.109634,-0.120239
-0.189865,-0.125854
-0.023224,-0.011078
0.228271,-0.073334
0.153305,-0.091614
-0.129929,-0.175018
0.016739,-0.055267
-0.068924,-0.020355
-0.050781,-0.105316
0.233093,-0.003876
0.305725,-0.225250
-0.165497,0.827972
0.099182,-0.146667
-0.079010,0.127228
0.210999,-0.260712
0.503082,-0.278046
